,age,edu_years,hours_per_week,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,marital_status_Married-civ-spouse,occupation_Adm-clerical,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Other-service,occupation_Prof-specialty,occupation_Sales,occupation_Tech-support,race_Black,race_White,native_country_Europe,native_country_US,age^2,age edu_years,age hours_per_week,age sex_code,edu_years hours_per_week,edu_years sex_code,hours_per_week^2,hours_per_week sex_code,income_code
7564,36,9,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1296.0,324.0,1080.0,36.0,270.0,9.0,900.0,30.0,0
7565,31,13,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,961.0,403.0,1550.0,0.0,650.0,0.0,2500.0,0.0,0
7566,56,10,45,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3136.0,560.0,2520.0,0.0,450.0,0.0,2025.0,0.0,0
7567,26,13,18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,676.0,338.0,468.0,0.0,234.0,0.0,324.0,0.0,0
7568,47,10,65,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2209.0,470.0,3055.0,47.0,650.0,10.0,4225.0,65.0,0
7569,40,9,50,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1600.0,360.0,2000.0,0.0,450.0,0.0,2500.0,0.0,0
7570,32,9,48,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1024.0,288.0,1536.0,32.0,432.0,9.0,2304.0,48.0,0
7571,34,14,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1156.0,476.0,816.0,34.0,336.0,14.0,576.0,24.0,0
7572,37,9,55,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1369.0,333.0,2035.0,0.0,495.0,0.0,3025.0,0.0,0
7573,38,9,45,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1444.0,342.0,1710.0,0.0,405.0,0.0,2025.0,0.0,0
7574,19,11,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,361.0,209.0,304.0,0.0,176.0,0.0,256.0,0.0,0
7575,49,5,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2401.0,245.0,1960.0,49.0,200.0,5.0,1600.0,40.0,0
7576,26,12,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,676.0,312.0,1040.0,26.0,480.0,12.0,1600.0,40.0,0
7577,40,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1600.0,360.0,1600.0,0.0,360.0,0.0,1600.0,0.0,0
7578,28,10,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,784.0,280.0,1400.0,0.0,500.0,0.0,2500.0,0.0,0
7579,23,9,37,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,529.0,207.0,851.0,0.0,333.0,0.0,1369.0,0.0,0
7580,19,10,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,361.0,190.0,760.0,0.0,400.0,0.0,1600.0,0.0,0
7581,67,9,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4489.0,603.0,2144.0,0.0,288.0,0.0,1024.0,0.0,0
7582,43,13,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1849.0,559.0,1720.0,0.0,520.0,0.0,1600.0,0.0,1
7583,41,12,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1681.0,492.0,2050.0,41.0,600.0,12.0,2500.0,50.0,0
7584,37,11,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1369.0,407.0,1480.0,37.0,440.0,11.0,1600.0,40.0,0
7585,20,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,400.0,180.0,800.0,0.0,360.0,0.0,1600.0,0.0,0
7586,40,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1600.0,360.0,1600.0,0.0,360.0,0.0,1600.0,0.0,0
7587,47,14,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2209.0,658.0,2350.0,0.0,700.0,0.0,2500.0,0.0,1
7588,40,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1600.0,360.0,1600.0,0.0,360.0,0.0,1600.0,0.0,0
7589,39,13,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1521.0,507.0,1560.0,39.0,520.0,13.0,1600.0,40.0,0
7590,24,10,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,576.0,240.0,480.0,24.0,200.0,10.0,400.0,20.0,0
7591,49,13,45,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2401.0,637.0,2205.0,0.0,585.0,0.0,2025.0,0.0,1
7592,66,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4356.0,594.0,660.0,0.0,90.0,0.0,100.0,0.0,0
7593,52,9,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2704.0,468.0,2080.0,52.0,360.0,9.0,1600.0,40.0,0
7594,59,9,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3481.0,531.0,3540.0,0.0,540.0,0.0,3600.0,0.0,0
7595,72,9,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5184.0,648.0,864.0,72.0,108.0,9.0,144.0,12.0,0
7596,35,9,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1225.0,315.0,1400.0,0.0,360.0,0.0,1600.0,0.0,0
7597,36,10,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1296.0,360.0,1440.0,0.0,400.0,0.0,1600.0,0.0,0
7598,26,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,676.0,234.0,1040.0,26.0,360.0,9.0,1600.0,40.0,0
7599,23,13,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,529.0,299.0,805.0,0.0,455.0,0.0,1225.0,0.0,0
7600,39,13,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1521.0,507.0,1560.0,0.0,520.0,0.0,1600.0,0.0,1
7601,40,15,40,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1600.0,600.0,1600.0,0.0,600.0,0.0,1600.0,0.0,0
7602,29,13,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,841.0,377.0,1160.0,0.0,520.0,0.0,1600.0,0.0,0
7603,38,13,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1444.0,494.0,760.0,0.0,260.0,0.0,400.0,0.0,0
7604,63,13,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3969.0,819.0,2520.0,0.0,520.0,0.0,1600.0,0.0,0
7605,58,9,40,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,3364.0,522.0,2320.0,0.0,360.0,0.0,1600.0,0.0,1
7606,30,9,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,900.0,270.0,1200.0,30.0,360.0,9.0,1600.0,40.0,0
7607,38,9,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1444.0,342.0,1520.0,38.0,360.0,9.0,1600.0,40.0,0
7608,25,3,33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,625.0,75.0,825.0,25.0,99.0,3.0,1089.0,33.0,0
7609,44,14,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1936.0,616.0,1760.0,0.0,560.0,0.0,1600.0,0.0,1
7610,43,11,40,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1849.0,473.0,1720.0,43.0,440.0,11.0,1600.0,40.0,1
7611,21,10,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,441.0,210.0,630.0,0.0,300.0,0.0,900.0,0.0,0
7612,41,12,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1681.0,492.0,1640.0,0.0,480.0,0.0,1600.0,0.0,0
7613,38,13,50,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1444.0,494.0,1900.0,0.0,650.0,0.0,2500.0,0.0,1
7614,29,10,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,841.0,290.0,1160.0,0.0,400.0,0.0,1600.0,0.0,0
7615,52,9,70,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,2704.0,468.0,3640.0,0.0,630.0,0.0,4900.0,0.0,0
7616,47,9,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2209.0,423.0,2115.0,47.0,405.0,9.0,2025.0,45.0,0
7617,28,11,50,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,784.0,308.0,1400.0,0.0,550.0,0.0,2500.0,0.0,1
7618,30,14,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,900.0,420.0,300.0,0.0,140.0,0.0,100.0,0.0,0
7619,30,10,60,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,900.0,300.0,1800.0,0.0,600.0,0.0,3600.0,0.0,1
7620,40,12,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1600.0,480.0,1600.0,0.0,480.0,0.0,1600.0,0.0,1
7621,27,10,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,729.0,270.0,810.0,27.0,300.0,10.0,900.0,30.0,0
7622,26,9,44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,676.0,234.0,1144.0,0.0,396.0,0.0,1936.0,0.0,0
7623,32,9,37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1024.0,288.0,1184.0,0.0,333.0,0.0,1369.0,0.0,0
7624,36,13,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1296.0,468.0,1440.0,36.0,520.0,13.0,1600.0,40.0,0
7625,26,8,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,676.0,208.0,1040.0,0.0,320.0,0.0,1600.0,0.0,0
7626,25,10,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,625.0,250.0,1000.0,0.0,400.0,0.0,1600.0,0.0,0
7627,39,10,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1521.0,390.0,1560.0,39.0,400.0,10.0,1600.0,40.0,0
7628,27,11,40,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,729.0,297.0,1080.0,0.0,440.0,0.0,1600.0,0.0,0
7629,24,9,50,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,576.0,216.0,1200.0,0.0,450.0,0.0,2500.0,0.0,0
7630,38,13,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1444.0,494.0,1520.0,0.0,520.0,0.0,1600.0,0.0,1
7631,35,9,55,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1225.0,315.0,1925.0,0.0,495.0,0.0,3025.0,0.0,0
7632,29,11,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,841.0,319.0,1160.0,0.0,440.0,0.0,1600.0,0.0,0
7633,49,9,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2401.0,441.0,1960.0,49.0,360.0,9.0,1600.0,40.0,0
7634,36,5,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1296.0,180.0,1440.0,0.0,200.0,0.0,1600.0,0.0,0
7635,47,16,50,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2209.0,752.0,2350.0,0.0,800.0,0.0,2500.0,0.0,0
7636,21,10,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,441.0,210.0,840.0,0.0,400.0,0.0,1600.0,0.0,0
7637,35,13,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1225.0,455.0,1400.0,35.0,520.0,13.0,1600.0,40.0,1
7638,45,14,50,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2025.0,630.0,2250.0,0.0,700.0,0.0,2500.0,0.0,1
7639,19,10,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,361.0,190.0,285.0,19.0,150.0,10.0,225.0,15.0,0
7640,18,9,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,324.0,162.0,396.0,0.0,198.0,0.0,484.0,0.0,0
7641,37,15,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1369.0,555.0,1480.0,0.0,600.0,0.0,1600.0,0.0,0
7642,49,13,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2401.0,637.0,1960.0,49.0,520.0,13.0,1600.0,40.0,0
7643,33,11,48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1089.0,363.0,1584.0,0.0,528.0,0.0,2304.0,0.0,1
7644,27,10,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,729.0,270.0,1080.0,0.0,400.0,0.0,1600.0,0.0,1
7645,34,10,35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1156.0,340.0,1190.0,34.0,350.0,10.0,1225.0,35.0,0
7646,54,14,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2916.0,756.0,2160.0,54.0,560.0,14.0,1600.0,40.0,0
7647,24,10,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,576.0,240.0,960.0,0.0,400.0,0.0,1600.0,0.0,0
7648,44,15,60,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1936.0,660.0,2640.0,0.0,900.0,0.0,3600.0,0.0,1
7649,48,13,50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2304.0,624.0,2400.0,0.0,650.0,0.0,2500.0,0.0,0
7650,23,9,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,529.0,207.0,920.0,23.0,360.0,9.0,1600.0,40.0,0
7651,29,9,38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,841.0,261.0,1102.0,0.0,342.0,0.0,1444.0,0.0,0
7652,21,12,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,441.0,252.0,189.0,21.0,108.0,12.0,81.0,9.0,0
7653,18,8,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,324.0,144.0,576.0,18.0,256.0,8.0,1024.0,32.0,0
7654,18,5,32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,324.0,90.0,576.0,18.0,160.0,5.0,1024.0,32.0,0
7655,29,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,841.0,261.0,1160.0,0.0,360.0,0.0,1600.0,0.0,0
7656,29,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,841.0,261.0,1160.0,0.0,360.0,0.0,1600.0,0.0,0
7657,41,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1681.0,369.0,1640.0,41.0,360.0,9.0,1600.0,40.0,0
7658,32,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1024.0,288.0,1280.0,0.0,360.0,0.0,1600.0,0.0,0
7659,61,6,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3721.0,366.0,1464.0,61.0,144.0,6.0,576.0,24.0,0
7660,34,12,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1156.0,408.0,1360.0,0.0,480.0,0.0,1600.0,0.0,0
7661,46,13,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2116.0,598.0,1840.0,0.0,520.0,0.0,1600.0,0.0,1
7662,50,11,60,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2500.0,550.0,3000.0,0.0,660.0,0.0,3600.0,0.0,1
7663,29,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,841.0,261.0,1160.0,0.0,360.0,0.0,1600.0,0.0,0
7664,23,10,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,529.0,230.0,920.0,23.0,400.0,10.0,1600.0,40.0,0
7665,64,10,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4096.0,640.0,2560.0,64.0,400.0,10.0,1600.0,40.0,0
7666,70,14,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4900.0,980.0,3500.0,70.0,700.0,14.0,2500.0,50.0,1
7667,28,12,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,784.0,336.0,1120.0,28.0,480.0,12.0,1600.0,40.0,0
7668,51,11,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2601.0,561.0,2040.0,0.0,440.0,0.0,1600.0,0.0,0
7669,34,13,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1156.0,442.0,1870.0,0.0,715.0,0.0,3025.0,0.0,0
7670,29,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,841.0,261.0,1160.0,0.0,360.0,0.0,1600.0,0.0,0
7671,49,13,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2401.0,637.0,1960.0,0.0,520.0,0.0,1600.0,0.0,0
7672,77,10,40,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,5929.0,770.0,3080.0,0.0,400.0,0.0,1600.0,0.0,0
7673,32,9,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1024.0,288.0,1120.0,32.0,315.0,9.0,1225.0,35.0,0
7674,27,13,40,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,729.0,351.0,1080.0,27.0,520.0,13.0,1600.0,40.0,1
7675,22,10,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,484.0,220.0,880.0,22.0,400.0,10.0,1600.0,40.0,0
7676,35,9,40,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1225.0,315.0,1400.0,0.0,360.0,0.0,1600.0,0.0,1
7677,42,13,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1764.0,546.0,1680.0,0.0,520.0,0.0,1600.0,0.0,1
7678,35,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1225.0,315.0,1400.0,0.0,360.0,0.0,1600.0,0.0,0
7679,33,9,16,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1089.0,297.0,528.0,0.0,144.0,0.0,256.0,0.0,0
7680,45,10,55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2025.0,450.0,2475.0,45.0,550.0,10.0,3025.0,55.0,0
7681,19,10,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,361.0,190.0,760.0,19.0,400.0,10.0,1600.0,40.0,0
7682,38,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1444.0,342.0,1520.0,0.0,360.0,0.0,1600.0,0.0,0
7683,26,9,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,676.0,234.0,1170.0,0.0,405.0,0.0,2025.0,0.0,0
7684,29,13,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,841.0,377.0,1305.0,29.0,585.0,13.0,2025.0,45.0,0
7685,33,13,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1089.0,429.0,1320.0,0.0,520.0,0.0,1600.0,0.0,1
7686,42,10,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1764.0,420.0,1680.0,0.0,400.0,0.0,1600.0,0.0,0
7687,20,11,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,400.0,220.0,400.0,20.0,220.0,11.0,400.0,20.0,0
7688,43,14,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1849.0,602.0,1720.0,0.0,560.0,0.0,1600.0,0.0,1
7689,69,7,45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,4761.0,483.0,3105.0,0.0,315.0,0.0,2025.0,0.0,0
7690,39,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1521.0,351.0,1560.0,0.0,360.0,0.0,1600.0,0.0,0
7691,37,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1369.0,333.0,1480.0,0.0,360.0,0.0,1600.0,0.0,0
7692,28,10,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,784.0,280.0,1120.0,0.0,400.0,0.0,1600.0,0.0,0
7693,26,13,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,676.0,338.0,1040.0,0.0,520.0,0.0,1600.0,0.0,0
7694,32,10,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1024.0,320.0,960.0,0.0,300.0,0.0,900.0,0.0,0
7695,43,13,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1849.0,559.0,1720.0,0.0,520.0,0.0,1600.0,0.0,1
7696,49,9,30,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2401.0,441.0,1470.0,0.0,270.0,0.0,900.0,0.0,0
7697,28,4,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,784.0,112.0,1680.0,0.0,240.0,0.0,3600.0,0.0,0
7698,35,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1225.0,315.0,1400.0,0.0,360.0,0.0,1600.0,0.0,0
7699,35,9,40,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1225.0,315.0,1400.0,0.0,360.0,0.0,1600.0,0.0,1
7700,57,9,40,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,3249.0,513.0,2280.0,57.0,360.0,9.0,1600.0,40.0,0
7701,45,5,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2025.0,225.0,1800.0,0.0,200.0,0.0,1600.0,0.0,0
7702,23,9,48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,529.0,207.0,1104.0,0.0,432.0,0.0,2304.0,0.0,0
7703,45,9,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2025.0,405.0,1800.0,0.0,360.0,0.0,1600.0,0.0,0
7704,42,9,40,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1764.0,378.0,1680.0,42.0,360.0,9.0,1600.0,40.0,0
7705,35,13,40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1225.0,455.0,1400.0,0.0,520.0,0.0,1600.0,0.0,0
7706,45,13,50,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2025.0,585.0,2250.0,0.0,650.0,0.0,2500.0,0.0,1
7707,28,13,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,784.0,364.0,1120.0,0.0,520.0,0.0,1600.0,0.0,0
7708,64,11,10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,4096.0,704.0,640.0,0.0,110.0,0.0,100.0,0.0,0
7709,44,15,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1936.0,660.0,1760.0,44.0,600.0,15.0,1600.0,40.0,0
7710,59,9,40,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,3481.0,531.0,2360.0,0.0,360.0,0.0,1600.0,0.0,1
7711,41,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1681.0,369.0,1640.0,0.0,360.0,0.0,1600.0,0.0,0
7712,21,10,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,441.0,210.0,525.0,0.0,250.0,0.0,625.0,0.0,0
7713,29,11,40,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,841.0,319.0,1160.0,29.0,440.0,11.0,1600.0,40.0,0
7714,51,9,40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2601.0,459.0,2040.0,0.0,360.0,0.0,1600.0,0.0,1
7715,22,9,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,484.0,198.0,880.0,0.0,360.0,0.0,1600.0,0.0,0
7716,49,9,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2401.0,441.0,1960.0,49.0,360.0,9.0,1600.0,40.0,0
7717,38,10,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1444.0,380.0,1672.0,38.0,440.0,10.0,1936.0,44.0,0
7718,23,10,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,529.0,230.0,920.0,0.0,400.0,0.0,1600.0,0.0,0
7719,20,9,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,400.0,180.0,800.0,20.0,360.0,9.0,1600.0,40.0,0
7720,40,13,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1600.0,520.0,1600.0,40.0,520.0,13.0,1600.0,40.0,0
7721,25,13,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,625.0,325.0,1000.0,25.0,520.0,13.0,1600.0,40.0,0
7722,27,10,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,729.0,270.0,1080.0,27.0,400.0,10.0,1600.0,40.0,0
7723,20,9,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,400.0,180.0,600.0,0.0,270.0,0.0,900.0,0.0,0
7724,37,9,20,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1369.0,333.0,740.0,37.0,180.0,9.0,400.0,20.0,0
7725,40,9,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1600.0,360.0,1600.0,0.0,360.0,0.0,1600.0,0.0,0
7726,28,13,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,784.0,364.0,1120.0,0.0,520.0,0.0,1600.0,0.0,1
7727,38,9,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1444.0,342.0,1520.0,38.0,360.0,9.0,1600.0,40.0,0
7728,42,13,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1764.0,546.0,1680.0,42.0,520.0,13.0,1600.0,40.0,0
7729,32,12,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1024.0,384.0,1280.0,0.0,480.0,0.0,1600.0,0.0,0
7730,20,9,45,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,400.0,180.0,900.0,0.0,405.0,0.0,2025.0,0.0,0
7731,62,13,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,3844.0,806.0,2356.0,0.0,494.0,0.0,1444.0,0.0,0
7732,31,10,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,961.0,310.0,1240.0,0.0,400.0,0.0,1600.0,0.0,0
